userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed
Seyla Aulia,5,2025-10-05 05:24:03,"bagus banget, apa lagi main nya pake apking bang Andra St beuhhh bagus deh hs terus","bagus banget, apa lagi main nya pake apking bang andra st beuhhh bagus deh hs terus",bagus banget apa lagi main nya pake apking bang andra st beuhhh bagus deh hs terus,"['bagus', 'banget', 'apa', 'lagi', 'main', 'nya', 'pake', 'apking', 'bang', 'andra', 'st', 'beuhhh', 'bagus', 'deh', 'hs', 'terus']","['bagus', 'banget', 'apa', 'main', 'nya', 'pake', 'apking', 'bang', 'andra', 'st', 'beuhhh', 'bagus', 'deh', 'hs', 'terus']","['bagus', 'banget', 'apa', 'main', 'nya', 'pake', 'apking', 'bang', 'andra', 'st', 'beuhhh', 'bagus', 'deh', 'hs', 'terus']",bagus banget apa main nya pake apking bang andra st beuhhh bagus deh hs terus
Deli Dwi cazinatul,1,2025-10-05 05:20:20,katanya game bagus kok waktu download kayak main di jaman Majapahit burik banget percuma max tapi burik 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,katanya game bagus kok waktu download kayak main di jaman majapahit burik banget percuma max tapi burik 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,katanya game bagus kok waktu download kayak main di jaman majapahit burik banget percuma max tapi burik,"['katanya', 'game', 'bagus', 'kok', 'waktu', 'download', 'kayak', 'main', 'di', 'jaman', 'majapahit', 'burik', 'banget', 'percuma', 'max', 'tapi', 'burik']","['katanya', 'game', 'bagus', 'kok', 'waktu', 'download', 'kayak', 'main', 'jaman', 'majapahit', 'burik', 'banget', 'percuma', 'max', 'burik']","['kata', 'game', 'bagus', 'kok', 'waktu', 'download', 'kayak', 'main', 'jaman', 'majapahit', 'burik', 'banget', 'percuma', 'max', 'burik']",kata game bagus kok waktu download kayak main jaman majapahit burik banget percuma max burik
Adityaa Rahman02,1,2025-10-05 05:19:56,mana keadilan tingkat kan dong keadilan dalam permainan jika pemain tim keluar maka permainan di katakan tidak sah karena tidak adil mana gak ada fitur penting ini setiap bermain pasti ada yang keluar pasti tapi mana keadilan ayo lah mana keadilan dalam permainan ini,mana keadilan tingkat kan dong keadilan dalam permainan jika pemain tim keluar maka permainan di katakan tidak sah karena tidak adil mana gak ada fitur penting ini setiap bermain pasti ada yang keluar pasti tapi mana keadilan ayo lah mana keadilan dalam permainan ini,mana keadilan tingkat kan dong keadilan dalam permainan jika pemain tim keluar maka permainan di katakan tidak sah karena tidak adil mana gak ada fitur penting ini setiap bermain pasti ada yang keluar pasti tapi mana keadilan ayo lah mana keadilan dalam permainan ini,"['mana', 'keadilan', 'tingkat', 'kan', 'dong', 'keadilan', 'dalam', 'permainan', 'jika', 'pemain', 'tim', 'keluar', 'maka', 'permainan', 'di', 'katakan', 'tidak', 'sah', 'karena', 'tidak', 'adil', 'mana', 'gak', 'ada', 'fitur', 'penting', 'ini', 'setiap', 'bermain', 'pasti', 'ada', 'yang', 'keluar', 'pasti', 'tapi', 'mana', 'keadilan', 'ayo', 'lah', 'mana', 'keadilan', 'dalam', 'permainan', 'ini']","['mana', 'keadilan', 'tingkat', 'kan', 'dong', 'keadilan', 'permainan', 'pemain', 'tim', 'keluar', 'permainan', 'katakan', 'sah', 'adil', 'mana', 'gak', 'fitur', 'penting', 'bermain', 'keluar', 'mana', 'keadilan', 'ayo', 'lah', 'mana', 'keadilan', 'permainan']","['mana', 'adil', 'tingkat', 'kan', 'dong', 'adil', 'main', 'main', 'tim', 'keluar', 'main', 'kata', 'sah', 'adil', 'mana', 'gak', 'fitur', 'penting', 'main', 'keluar', 'mana', 'adil', 'ayo', 'lah', 'mana', 'adil', 'main']",mana adil tingkat kan dong adil main main tim keluar main kata sah adil mana gak fitur penting main keluar mana adil ayo lah mana adil main
Sindi Agustiana,5,2025-10-05 05:18:12,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']","['sangat', 'bagus']",sangat bagus
Raaa Wrrr,5,2025-10-05 05:16:42,game bagus,game bagus,game bagus,"['game', 'bagus']","['game', 'bagus']","['game', 'bagus']",game bagus
Iswah Yuti,5,2025-10-05 05:15:35,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Dicky Azis Saputra,5,2025-10-05 05:15:19,seruu,seruu,seruu,['seruu'],['seruu'],['seruu'],seruu
Alfa Noor,5,2025-10-05 05:15:00,senjata dll nya bagus cuma akun ku kena blokir jadi pengawasan ff kurang baik jadi akun ku yang malah kena blokir karena si ornag ini nama akun nya kbof9999 dan nam aku. ku yang asli gak tahu pokok nya tolong dicari yah,senjata dll nya bagus cuma akun ku kena blokir jadi pengawasan ff kurang baik jadi akun ku yang malah kena blokir karena si ornag ini nama akun nya kbof9999 dan nam aku. ku yang asli gak tahu pokok nya tolong dicari yah,senjata dll nya bagus cuma akun ku kena blokir jadi pengawasan ff kurang baik jadi akun ku yang malah kena blokir karena si ornag ini nama akun nya kbof dan nam aku ku yang asli gak tahu pokok nya tolong dicari yah,"['senjata', 'dll', 'nya', 'bagus', 'cuma', 'akun', 'ku', 'kena', 'blokir', 'jadi', 'pengawasan', 'ff', 'kurang', 'baik', 'jadi', 'akun', 'ku', 'yang', 'malah', 'kena', 'blokir', 'karena', 'si', 'ornag', 'ini', 'nama', 'akun', 'nya', 'kbof', 'dan', 'nam', 'aku', 'ku', 'yang', 'asli', 'gak', 'tahu', 'pokok', 'nya', 'tolong', 'dicari', 'yah']","['senjata', 'nya', 'bagus', 'cuma', 'akun', 'ku', 'kena', 'blokir', 'jadi', 'pengawasan', 'ff', 'kurang', 'baik', 'jadi', 'akun', 'ku', 'malah', 'kena', 'blokir', 'si', 'ornag', 'nama', 'akun', 'nya', 'kbof', 'nam', 'aku', 'ku', 'asli', 'gak', 'tahu', 'pokok', 'nya', 'dicari', 'yah']","['senjata', 'nya', 'bagus', 'cuma', 'akun', 'ku', 'kena', 'blokir', 'jadi', 'awas', 'ff', 'kurang', 'baik', 'jadi', 'akun', 'ku', 'malah', 'kena', 'blokir', 'si', 'ornag', 'nama', 'akun', 'nya', 'kbof', 'nam', 'aku', 'ku', 'asli', 'gak', 'tahu', 'pokok', 'nya', 'cari', 'yah']",senjata nya bagus cuma akun ku kena blokir jadi awas ff kurang baik jadi akun ku malah kena blokir si ornag nama akun nya kbof nam aku ku asli gak tahu pokok nya cari yah
firzha putra,1,2025-10-05 05:14:01,kaga asik bet garena skrg,kaga asik bet garena skrg,kaga asik bet garena skrg,"['kaga', 'asik', 'bet', 'garena', 'skrg']","['kaga', 'asik', 'bet', 'garena', 'skrg']","['kaga', 'asik', 'bet', 'garena', 'skrg']",kaga asik bet garena skrg
Dianrasit Selametica,5,2025-10-05 05:13:36,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Rizka Ramadani,5,2025-10-05 05:13:11,seruuu,seruuu,seruuu,['seruuu'],['seruuu'],['seruuu'],seruuu
Yuda Juliansyah,1,2025-10-05 05:10:34,apa sih anjjjjj timout Mulu ngetooodddd muak gua bgsttt game makin ke kontoI jaringan sama sinyal bagus,apa sih anjjjjj timout mulu ngetooodddd muak gua bgsttt game makin ke kontoi jaringan sama sinyal bagus,apa sih anjjjjj timout mulu ngetooodddd muak gua bgsttt game makin ke kontoi jaringan sama sinyal bagus,"['apa', 'sih', 'anjjjjj', 'timout', 'mulu', 'ngetooodddd', 'muak', 'gua', 'bgsttt', 'game', 'makin', 'ke', 'kontoi', 'jaringan', 'sama', 'sinyal', 'bagus']","['apa', 'sih', 'anjjjjj', 'timout', 'mulu', 'ngetooodddd', 'muak', 'gua', 'bgsttt', 'game', 'makin', 'kontoi', 'jaringan', 'sama', 'sinyal', 'bagus']","['apa', 'sih', 'anjjjjj', 'timout', 'mulu', 'ngetooodddd', 'muak', 'gua', 'bgsttt', 'game', 'makin', 'kontoi', 'jaring', 'sama', 'sinyal', 'bagus']",apa sih anjjjjj timout mulu ngetooodddd muak gua bgsttt game makin kontoi jaring sama sinyal bagus
Dwi Anandin,5,2025-10-05 05:09:41,seru main nyahh,seru main nyahh,seru main nyahh,"['seru', 'main', 'nyahh']","['seru', 'main', 'nyahh']","['seru', 'main', 'nyahh']",seru main nyahh
Ibnu Ibnu,1,2025-10-05 05:09:12,klo lagi main jaringannya selalu ngelek pas ada musuh tapi klo lagi loting jaringannya bagus hedehhh ini game yg brmasalah apa jaringan,klo lagi main jaringannya selalu ngelek pas ada musuh tapi klo lagi loting jaringannya bagus hedehhh ini game yg brmasalah apa jaringan,klo lagi main jaringannya selalu ngelek pas ada musuh tapi klo lagi loting jaringannya bagus hedehhh ini game yg brmasalah apa jaringan,"['klo', 'lagi', 'main', 'jaringannya', 'selalu', 'ngelek', 'pas', 'ada', 'musuh', 'tapi', 'klo', 'lagi', 'loting', 'jaringannya', 'bagus', 'hedehhh', 'ini', 'game', 'yg', 'brmasalah', 'apa', 'jaringan']","['klo', 'main', 'jaringannya', 'selalu', 'ngelek', 'pas', 'musuh', 'klo', 'loting', 'jaringannya', 'bagus', 'hedehhh', 'game', 'yg', 'brmasalah', 'apa', 'jaringan']","['klo', 'main', 'jaring', 'selalu', 'ngelek', 'pas', 'musuh', 'klo', 'loting', 'jaring', 'bagus', 'hedehhh', 'game', 'yg', 'brmasalah', 'apa', 'jaring']",klo main jaring selalu ngelek pas musuh klo loting jaring bagus hedehhh game yg brmasalah apa jaring
Cipto Prasetiawan,5,2025-10-05 05:08:48,senang,senang,senang,['senang'],['senang'],['senang'],senang
Nnzjgj Rawr,1,2025-10-05 05:07:34,"MAAF SEBELUM NYA SAYA SUDAH MEMBERIKAN RATTING 1, DIKARENAKAN DARI PIHAK GARENA, TIDAK KONSISTEN KEPADA YOUTUBER FREFIRE, YANG DI BLACKLIS OLEH GARENA SEHINGGA YOTUBER TERSEBUT TIDAK BISA BERMAIN, DISINI SAYA TIDAK MENYEBUT KAN SIAPA YOUTUBER TERSEBUT. MOHON BUAT GARENA AGAR DI TINDAK LANJUTI, TERMIKASIH...","maaf sebelum nya saya sudah memberikan ratting 1, dikarenakan dari pihak garena, tidak konsisten kepada youtuber frefire, yang di blacklis oleh garena sehingga yotuber tersebut tidak bisa bermain, disini saya tidak menyebut kan siapa youtuber tersebut. mohon buat garena agar di tindak lanjuti, termikasih...",maaf sebelum nya saya sudah memberikan ratting dikarenakan dari pihak garena tidak konsisten kepada youtuber frefire yang di blacklis oleh garena sehingga yotuber tersebut tidak bisa bermain disini saya tidak menyebut kan siapa youtuber tersebut mohon buat garena agar di tindak lanjuti termikasih,"['maaf', 'sebelum', 'nya', 'saya', 'sudah', 'memberikan', 'ratting', 'dikarenakan', 'dari', 'pihak', 'garena', 'tidak', 'konsisten', 'kepada', 'youtuber', 'frefire', 'yang', 'di', 'blacklis', 'oleh', 'garena', 'sehingga', 'yotuber', 'tersebut', 'tidak', 'bisa', 'bermain', 'disini', 'saya', 'tidak', 'menyebut', 'kan', 'siapa', 'youtuber', 'tersebut', 'mohon', 'buat', 'garena', 'agar', 'di', 'tindak', 'lanjuti', 'termikasih']","['maaf', 'nya', 'memberikan', 'ratting', 'dikarenakan', 'pihak', 'garena', 'konsisten', 'youtuber', 'frefire', 'blacklis', 'garena', 'yotuber', 'tersebut', 'bermain', 'disini', 'menyebut', 'kan', 'siapa', 'youtuber', 'tersebut', 'mohon', 'buat', 'garena', 'tindak', 'lanjuti', 'termikasih']","['maaf', 'nya', 'beri', 'ratting', 'karena', 'pihak', 'garena', 'konsisten', 'youtuber', 'frefire', 'blacklis', 'garena', 'yotuber', 'sebut', 'main', 'sini', 'sebut', 'kan', 'siapa', 'youtuber', 'sebut', 'mohon', 'buat', 'garena', 'tindak', 'lanjut', 'termikasih']",maaf nya beri ratting karena pihak garena konsisten youtuber frefire blacklis garena yotuber sebut main sini sebut kan siapa youtuber sebut mohon buat garena tindak lanjut termikasih
Achmad Takdir,5,2025-10-05 05:07:28,suka,suka,suka,['suka'],['suka'],['suka'],suka
Rian,5,2025-10-05 05:04:18,apik,apik,apik,['apik'],['apik'],['apik'],apik
Muhammad Rayi Ibrahim,1,2025-10-05 05:03:52,game burik banyak bug buset benerin tuh masa di kasi 999 jaringan dasar garena hama,game burik banyak bug buset benerin tuh masa di kasi 999 jaringan dasar garena hama,game burik banyak bug buset benerin tuh masa di kasi jaringan dasar garena hama,"['game', 'burik', 'banyak', 'bug', 'buset', 'benerin', 'tuh', 'masa', 'di', 'kasi', 'jaringan', 'dasar', 'garena', 'hama']","['game', 'burik', 'banyak', 'bug', 'buset', 'benerin', 'tuh', 'masa', 'kasi', 'jaringan', 'dasar', 'garena', 'hama']","['game', 'burik', 'banyak', 'bug', 'buset', 'benerin', 'tuh', 'masa', 'kasi', 'jaring', 'dasar', 'garena', 'hama']",game burik banyak bug buset benerin tuh masa kasi jaring dasar garena hama
muhamad arif,5,2025-10-05 05:03:38,seru,seru,seru,['seru'],['seru'],['seru'],seru
Virlexx Arlexx,1,2025-10-05 05:02:39,gak niat,gak niat,gak niat,"['gak', 'niat']","['gak', 'niat']","['gak', 'niat']",gak niat
Ero,5,2025-10-05 04:57:43,"masa pas lagi main rank padahal tinggal 5 lagi naik master malah ""akun anda ada diperangkat lain"" mana turun 50 lagi serius lah buat game buat sakit hati aja game ni","masa pas lagi main rank padahal tinggal 5 lagi naik master malah ""akun anda ada diperangkat lain"" mana turun 50 lagi serius lah buat game buat sakit hati aja game ni",masa pas lagi main rank padahal tinggal lagi naik master malah akun anda ada diperangkat lain mana turun lagi serius lah buat game buat sakit hati aja game ni,"['masa', 'pas', 'lagi', 'main', 'rank', 'padahal', 'tinggal', 'lagi', 'naik', 'master', 'malah', 'akun', 'anda', 'ada', 'diperangkat', 'lain', 'mana', 'turun', 'lagi', 'serius', 'lah', 'buat', 'game', 'buat', 'sakit', 'hati', 'aja', 'game', 'ni']","['masa', 'pas', 'main', 'rank', 'padahal', 'tinggal', 'naik', 'master', 'malah', 'akun', 'diperangkat', 'mana', 'turun', 'serius', 'lah', 'buat', 'game', 'buat', 'sakit', 'hati', 'aja', 'game', 'ni']","['masa', 'pas', 'main', 'rank', 'padahal', 'tinggal', 'naik', 'master', 'malah', 'akun', 'perangkat', 'mana', 'turun', 'serius', 'lah', 'buat', 'game', 'buat', 'sakit', 'hati', 'aja', 'game', 'ni']",masa pas main rank padahal tinggal naik master malah akun perangkat mana turun serius lah buat game buat sakit hati aja game ni
Aditya Prayoga,5,2025-10-05 04:57:42,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
Putra Kusuma,1,2025-10-05 04:53:37,saya kecewa kepada pihak Garena karena bg Budi GK di bolehin main ff LG,saya kecewa kepada pihak garena karena bg budi gk di bolehin main ff lg,saya kecewa kepada pihak garena karena bg budi gk di bolehin main ff lg,"['saya', 'kecewa', 'kepada', 'pihak', 'garena', 'karena', 'bg', 'budi', 'gk', 'di', 'bolehin', 'main', 'ff', 'lg']","['kecewa', 'pihak', 'garena', 'bg', 'budi', 'gk', 'bolehin', 'main', 'ff', 'lg']","['kecewa', 'pihak', 'garena', 'bg', 'budi', 'gk', 'bolehin', 'main', 'ff', 'lg']",kecewa pihak garena bg budi gk bolehin main ff lg
marc mharjoune,1,2025-10-05 04:52:25,"Burik bang graphic nya,gerakan nya juga kaku,gak sometris gak lentur seperti pubg","burik bang graphic nya,gerakan nya juga kaku,gak sometris gak lentur seperti pubg",burik bang graphic nyagerakan nya juga kakugak sometris gak lentur seperti pubg,"['burik', 'bang', 'graphic', 'nyagerakan', 'nya', 'juga', 'kakugak', 'sometris', 'gak', 'lentur', 'seperti', 'pubg']","['burik', 'bang', 'graphic', 'nyagerakan', 'nya', 'kakugak', 'sometris', 'gak', 'lentur', 'pubg']","['burik', 'bang', 'graphic', 'nyagerakan', 'nya', 'kakugak', 'sometris', 'gak', 'lentur', 'pubg']",burik bang graphic nyagerakan nya kakugak sometris gak lentur pubg
Lepe Sepe,5,2025-10-05 04:50:40,geme bagus,geme bagus,geme bagus,"['geme', 'bagus']","['geme', 'bagus']","['geme', 'bagus']",geme bagus
bm kens,5,2025-10-05 04:50:01,gamenyaa baguss bgt,gamenyaa baguss bgt,gamenyaa baguss bgt,"['gamenyaa', 'baguss', 'bgt']","['gamenyaa', 'baguss', 'bgt']","['gamenyaa', 'baguss', 'bgt']",gamenyaa baguss bgt
Dino Dini,1,2025-10-05 04:47:25,jelek bet eventnya dan kenapa bang Budi di BL,jelek bet eventnya dan kenapa bang budi di bl,jelek bet eventnya dan kenapa bang budi di bl,"['jelek', 'bet', 'eventnya', 'dan', 'kenapa', 'bang', 'budi', 'di', 'bl']","['jelek', 'bet', 'eventnya', 'bang', 'budi', 'bl']","['jelek', 'bet', 'eventnya', 'bang', 'budi', 'bl']",jelek bet eventnya bang budi bl
Leon 1313,5,2025-10-05 04:43:18,i like ff,i like ff,i like ff,"['i', 'like', 'ff']","['i', 'like', 'ff']","['i', 'like', 'ff']",i like ff
Adrian Adrian,1,2025-10-05 04:35:35,plis SG peluru 1 di nerf lah soalnya ledakannya,plis sg peluru 1 di nerf lah soalnya ledakannya,plis sg peluru di nerf lah soalnya ledakannya,"['plis', 'sg', 'peluru', 'di', 'nerf', 'lah', 'soalnya', 'ledakannya']","['plis', 'sg', 'peluru', 'nerf', 'lah', 'soalnya', 'ledakannya']","['plis', 'sg', 'peluru', 'nerf', 'lah', 'soal', 'ledak']",plis sg peluru nerf lah soal ledak
Adiba Adibi,5,2025-10-05 04:35:16,Gem kesayangan,gem kesayangan,gem kesayangan,"['gem', 'kesayangan']","['gem', 'kesayangan']","['gem', 'sayang']",gem sayang
Ari Saja,1,2025-10-05 04:34:34,gem yh bagus mantap uptimal kn yh bng,gem yh bagus mantap uptimal kn yh bng,gem yh bagus mantap uptimal kn yh bng,"['gem', 'yh', 'bagus', 'mantap', 'uptimal', 'kn', 'yh', 'bng']","['gem', 'yh', 'bagus', 'mantap', 'uptimal', 'kn', 'yh', 'bng']","['gem', 'yh', 'bagus', 'mantap', 'uptimal', 'kn', 'yh', 'bng']",gem yh bagus mantap uptimal kn yh bng
Khaidir Eko,5,2025-10-05 04:32:12,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Fitnawati,5,2025-10-05 04:26:59,mantap👍,mantap👍,mantap,['mantap'],['mantap'],['mantap'],mantap
Kar Kartini,1,2025-10-05 04:23:44,game jemboot,game jemboot,game jemboot,"['game', 'jemboot']","['game', 'jemboot']","['game', 'jemboot']",game jemboot
Sriyati,5,2025-10-05 04:23:25,bagus game nya,bagus game nya,bagus game nya,"['bagus', 'game', 'nya']","['bagus', 'game', 'nya']","['bagus', 'game', 'nya']",bagus game nya
Intan Anggraini,5,2025-10-05 04:21:17,seru bangett,seru bangett,seru bangett,"['seru', 'bangett']","['seru', 'bangett']","['seru', 'bangett']",seru bangett
Al Fajar,5,2025-10-05 04:20:41,👍👍👍👍👍👍👍👍👍👍👍,👍👍👍👍👍👍👍👍👍👍👍,,[],[],[],
fabian aimGOOD,1,2025-10-05 04:17:44,bang budi ga bisa main nih. biar di bales gw kasih bintang 1😹🤭,bang budi ga bisa main nih. biar di bales gw kasih bintang 1😹🤭,bang budi ga bisa main nih biar di bales gw kasih bintang,"['bang', 'budi', 'ga', 'bisa', 'main', 'nih', 'biar', 'di', 'bales', 'gw', 'kasih', 'bintang']","['bang', 'budi', 'ga', 'main', 'nih', 'biar', 'bales', 'gw', 'kasih', 'bintang']","['bang', 'budi', 'ga', 'main', 'nih', 'biar', 'bales', 'gw', 'kasih', 'bintang']",bang budi ga main nih biar bales gw kasih bintang
Cece Kurniawan,5,2025-10-05 04:15:26,geme ini mengajarkan bagaimana perang ⭐⭐⭐⭐⭐,geme ini mengajarkan bagaimana perang ⭐⭐⭐⭐⭐,geme ini mengajarkan bagaimana perang,"['geme', 'ini', 'mengajarkan', 'bagaimana', 'perang']","['geme', 'mengajarkan', 'bagaimana', 'perang']","['geme', 'ajar', 'bagaimana', 'perang']",geme ajar bagaimana perang
Esihh,5,2025-10-05 04:08:18,sangat seru,sangat seru,sangat seru,"['sangat', 'seru']","['sangat', 'seru']","['sangat', 'seru']",sangat seru
Maulana Rizal,1,2025-10-05 04:07:35,kebanyakan bug an*,kebanyakan bug an*,kebanyakan bug an,"['kebanyakan', 'bug', 'an']","['kebanyakan', 'bug', 'an']","['banyak', 'bug', 'an']",banyak bug an
Stoksurya,5,2025-10-05 04:06:18,emang game ini selalu di hati,emang game ini selalu di hati,emang game ini selalu di hati,"['emang', 'game', 'ini', 'selalu', 'di', 'hati']","['emang', 'game', 'selalu', 'hati']","['emang', 'game', 'selalu', 'hati']",emang game selalu hati
Hp ku kenak Reset,1,2025-10-05 04:06:08,BG BUDI PENSI KARENA GARENA AJI INI,bg budi pensi karena garena aji ini,bg budi pensi karena garena aji ini,"['bg', 'budi', 'pensi', 'karena', 'garena', 'aji', 'ini']","['bg', 'budi', 'pensi', 'garena', 'aji']","['bg', 'budi', 'pensi', 'garena', 'aji']",bg budi pensi garena aji
JOMBLO HEPPY,5,2025-10-05 04:04:16,gudz,gudz,gudz,['gudz'],['gudz'],['gudz'],gudz
Tio Tio,1,2025-10-05 04:04:15,Garena lu kasih musuh ga kira kira jagoan giliran tim aja beban eh lu kalau mau jadi garena yang bener lu juga ga kasih gu kesempatan hoki ga di kasih mau Rengk Master ga boleh mau lu apasih ini bukan hinaan tapi peringatan banyk orang orang jadi miskin karena Sepin tiap hari. abis Top-up pas nyepin ga hoki makanya gua pensi. ini bukan hina ya garena yaa tapi ini peringatan.,garena lu kasih musuh ga kira kira jagoan giliran tim aja beban eh lu kalau mau jadi garena yang bener lu juga ga kasih gu kesempatan hoki ga di kasih mau rengk master ga boleh mau lu apasih ini bukan hinaan tapi peringatan banyk orang orang jadi miskin karena sepin tiap hari. abis top-up pas nyepin ga hoki makanya gua pensi. ini bukan hina ya garena yaa tapi ini peringatan.,garena lu kasih musuh ga kira kira jagoan giliran tim aja beban eh lu kalau mau jadi garena yang bener lu juga ga kasih gu kesempatan hoki ga di kasih mau rengk master ga boleh mau lu apasih ini bukan hinaan tapi peringatan banyk orang orang jadi miskin karena sepin tiap hari abis topup pas nyepin ga hoki makanya gua pensi ini bukan hina ya garena yaa tapi ini peringatan,"['garena', 'lu', 'kasih', 'musuh', 'ga', 'kira', 'kira', 'jagoan', 'giliran', 'tim', 'aja', 'beban', 'eh', 'lu', 'kalau', 'mau', 'jadi', 'garena', 'yang', 'bener', 'lu', 'juga', 'ga', 'kasih', 'gu', 'kesempatan', 'hoki', 'ga', 'di', 'kasih', 'mau', 'rengk', 'master', 'ga', 'boleh', 'mau', 'lu', 'apasih', 'ini', 'bukan', 'hinaan', 'tapi', 'peringatan', 'banyk', 'orang', 'orang', 'jadi', 'miskin', 'karena', 'sepin', 'tiap', 'hari', 'abis', 'topup', 'pas', 'nyepin', 'ga', 'hoki', 'makanya', 'gua', 'pensi', 'ini', 'bukan', 'hina', 'ya', 'garena', 'yaa', 'tapi', 'ini', 'peringatan']","['garena', 'lu', 'kasih', 'musuh', 'ga', 'kira', 'kira', 'jagoan', 'giliran', 'tim', 'aja', 'beban', 'eh', 'lu', 'kalau', 'mau', 'jadi', 'garena', 'bener', 'lu', 'ga', 'kasih', 'gu', 'kesempatan', 'hoki', 'ga', 'kasih', 'mau', 'rengk', 'master', 'ga', 'mau', 'lu', 'apasih', 'bukan', 'hinaan', 'peringatan', 'banyk', 'orang', 'orang', 'jadi', 'miskin', 'sepin', 'tiap', 'hari', 'abis', 'topup', 'pas', 'nyepin', 'ga', 'hoki', 'makanya', 'gua', 'pensi', 'bukan', 'hina', 'garena', 'yaa', 'peringatan']","['garena', 'lu', 'kasih', 'musuh', 'ga', 'kira', 'kira', 'jago', 'gilir', 'tim', 'aja', 'beban', 'eh', 'lu', 'kalau', 'mau', 'jadi', 'garena', 'bener', 'lu', 'ga', 'kasih', 'gu', 'sempat', 'hoki', 'ga', 'kasih', 'mau', 'rengk', 'master', 'ga', 'mau', 'lu', 'apasih', 'bukan', 'hina', 'ingat', 'banyk', 'orang', 'orang', 'jadi', 'miskin', 'pin', 'tiap', 'hari', 'abis', 'topup', 'pas', 'nyepin', 'ga', 'hoki', 'makanya', 'gua', 'pensi', 'bukan', 'hina', 'garena', 'yaa', 'ingat']",garena lu kasih musuh ga kira kira jago gilir tim aja beban eh lu kalau mau jadi garena bener lu ga kasih gu sempat hoki ga kasih mau rengk master ga mau lu apasih bukan hina ingat banyk orang orang jadi miskin pin tiap hari abis topup pas nyepin ga hoki makanya gua pensi bukan hina garena yaa ingat
