userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed,Normalisasi,No_Duplikat,Bersih,Bersih_Token,Unigram,Bigram,Trigram,Bigram_Filtered,Bersih_NoStop
Pur Nomo,5,2025-10-05 06:50:23,saya rasa sih game ini cukup bagus dan tidak ngelag sinyal pun bagus update x ini free fire juga sangat seru tapi di cs agak ngelag kalau pakai senjata SG ngmong ngmong kenapa ya Garena?,saya rasa sih game ini cukup bagus dan tidak ngelag sinyal pun bagus update x ini free fire juga sangat seru tapi di cs agak ngelag kalau pakai senjata sg ngmong ngmong kenapa ya garena?,saya rasa sih game ini cukup bagus dan tidak ngelag sinyal pun bagus update x ini free fire juga sangat seru tapi di cs agak ngelag kalau pakai senjata sg ngmong ngmong kenapa ya garena,"['saya', 'rasa', 'sih', 'game', 'ini', 'cukup', 'bagus', 'dan', 'tidak', 'ngelag', 'sinyal', 'pun', 'bagus', 'update', 'x', 'ini', 'free', 'fire', 'juga', 'sangat', 'seru', 'tapi', 'di', 'cs', 'agak', 'ngelag', 'kalau', 'pakai', 'senjata', 'sg', 'ngmong', 'ngmong', 'kenapa', 'ya', 'garena']","['rasa', 'sih', 'game', 'cukup', 'bagus', 'ngelag', 'sinyal', 'bagus', 'update', 'x', 'free', 'fire', 'sangat', 'seru', 'cs', 'ngelag', 'kalau', 'pakai', 'senjata', 'sg', 'ngmong', 'ngmong', 'garena']","['rasa', 'sih', 'game', 'cukup', 'bagus', 'ngelag', 'sinyal', 'bagus', 'update', 'x', 'free', 'fire', 'sangat', 'seru', 'cs', 'ngelag', 'kalau', 'pakai', 'senjata', 'sg', 'ngmong', 'ngmong', 'garena']",rasa sih game cukup bagus ngelag sinyal bagus update x free fire sangat seru cs ngelag kalau pakai senjata sg ngmong ngmong garena,rasa sih permainan cukup bagus lambat sinyal bagus update x free fire sangat seru cs lambat jika pakai senjata sg ngmong ngmong garena,rasa sih permainan cukup bagus lambat sinyal update x free fire sangat seru cs jika pakai senjata sg ngmong garena,rasa sih permainan cukup bagus lambat sinyal update free fire sangat seru jika pakai senjata ngmong garena,"['rasa', 'sih', 'permainan', 'cukup', 'bagus', 'lambat', 'sinyal', 'update', 'free', 'fire', 'sangat', 'seru', 'jika', 'pakai', 'senjata', 'ngmong', 'garena']","[('rasa',), ('sih',), ('permainan',), ('cukup',), ('bagus',), ('lambat',), ('sinyal',), ('update',), ('free',), ('fire',), ('sangat',), ('seru',), ('jika',), ('pakai',), ('senjata',), ('ngmong',), ('garena',)]","[('rasa', 'sih'), ('sih', 'permainan'), ('permainan', 'cukup'), ('cukup', 'bagus'), ('bagus', 'lambat'), ('lambat', 'sinyal'), ('sinyal', 'update'), ('update', 'free'), ('free', 'fire'), ('fire', 'sangat'), ('sangat', 'seru'), ('seru', 'jika'), ('jika', 'pakai'), ('pakai', 'senjata'), ('senjata', 'ngmong'), ('ngmong', 'garena')]","[('rasa', 'sih', 'permainan'), ('sih', 'permainan', 'cukup'), ('permainan', 'cukup', 'bagus'), ('cukup', 'bagus', 'lambat'), ('bagus', 'lambat', 'sinyal'), ('lambat', 'sinyal', 'update'), ('sinyal', 'update', 'free'), ('update', 'free', 'fire'), ('free', 'fire', 'sangat'), ('fire', 'sangat', 'seru'), ('sangat', 'seru', 'jika'), ('seru', 'jika', 'pakai'), ('jika', 'pakai', 'senjata'), ('pakai', 'senjata', 'ngmong'), ('senjata', 'ngmong', 'garena')]","[('permainan', 'cukup'), ('cukup', 'bagus'), ('bagus', 'lambat'), ('lambat', 'sinyal'), ('sinyal', 'update'), ('update', 'free'), ('free', 'fire'), ('fire', 'sangat'), ('sangat', 'seru'), ('seru', 'jika'), ('jika', 'pakai'), ('pakai', 'senjata'), ('senjata', 'ngmong'), ('ngmong', 'garena')]",rasa permainan cukup bagus lambat sinyal update free fire sangat seru jika pakai senjata ngmong garena
Andi Nur,3,2025-10-05 06:47:06,bagus banget menyenang kan pkok nya no komen,bagus banget menyenang kan pkok nya no komen,bagus banget menyenang kan pkok nya no komen,"['bagus', 'banget', 'menyenang', 'kan', 'pkok', 'nya', 'no', 'komen']","['bagus', 'banget', 'menyenang', 'kan', 'pkok', 'nya', 'no', 'komen']","['bagus', 'banget', 'senang', 'kan', 'pkok', 'nya', 'no', 'komen']",bagus banget senang kan pkok nya no komen,bagus sangat senang kan pkok nya no komen,bagus sangat senang kan pkok nya no komen,bagus sangat senang kan pkok nya komen,"['bagus', 'sangat', 'senang', 'kan', 'pkok', 'nya', 'komen']","[('bagus',), ('sangat',), ('senang',), ('kan',), ('pkok',), ('nya',), ('komen',)]","[('bagus', 'sangat'), ('sangat', 'senang'), ('senang', 'kan'), ('kan', 'pkok'), ('pkok', 'nya'), ('nya', 'komen')]","[('bagus', 'sangat', 'senang'), ('sangat', 'senang', 'kan'), ('senang', 'kan', 'pkok'), ('kan', 'pkok', 'nya'), ('pkok', 'nya', 'komen')]","[('bagus', 'sangat'), ('sangat', 'senang')]",bagus sangat senang pkok komen
Jhefri Hairul,5,2025-10-05 06:46:25,game ini seru,game ini seru,game ini seru,"['game', 'ini', 'seru']","['game', 'seru']","['game', 'seru']",game seru,permainan seru,permainan seru,permainan seru,"['permainan', 'seru']","[('permainan',), ('seru',)]","[('permainan', 'seru')]",[],"[('permainan', 'seru')]",permainan seru
Dimas guntur Atmojo,2,2025-10-05 06:43:34,kok ada citer di cs gua jadi males pus cs tolong yang citer ya dibeent kalik,kok ada citer di cs gua jadi males pus cs tolong yang citer ya dibeent kalik,kok ada citer di cs gua jadi males pus cs tolong yang citer ya dibeent kalik,"['kok', 'ada', 'citer', 'di', 'cs', 'gua', 'jadi', 'males', 'pus', 'cs', 'tolong', 'yang', 'citer', 'ya', 'dibeent', 'kalik']","['kok', 'citer', 'cs', 'gua', 'jadi', 'males', 'pus', 'cs', 'citer', 'dibeent', 'kalik']","['kok', 'citer', 'cs', 'gua', 'jadi', 'males', 'pus', 'cs', 'citer', 'dibeent', 'kalik']",kok citer cs gua jadi males pus cs citer dibeent kalik,kok citer cs saya jadi males pus cs citer dibeent kalik,kok citer cs saya jadi males pus dibeent kalik,kok citer saya jadi males pus dibeent kalik,"['kok', 'citer', 'saya', 'jadi', 'males', 'pus', 'dibeent', 'kalik']","[('kok',), ('citer',), ('saya',), ('jadi',), ('males',), ('pus',), ('dibeent',), ('kalik',)]","[('kok', 'citer'), ('citer', 'saya'), ('saya', 'jadi'), ('jadi', 'males'), ('males', 'pus'), ('pus', 'dibeent'), ('dibeent', 'kalik')]","[('kok', 'citer', 'saya'), ('citer', 'saya', 'jadi'), ('saya', 'jadi', 'males'), ('jadi', 'males', 'pus'), ('males', 'pus', 'dibeent'), ('pus', 'dibeent', 'kalik')]","[('citer', 'saya'), ('saya', 'jadi'), ('jadi', 'males'), ('males', 'pus'), ('pus', 'dibeent'), ('dibeent', 'kalik')]",citer saya jadi males pus dibeent kalik
Fauzi Fauzi,5,2025-10-05 06:42:38,ok,ok,ok,['ok'],[],[],,nan,nan,nan,['nan'],"[('nan',)]",[],[],[],nan
Muhammad Haitsam Nabhan,5,2025-10-05 06:39:50,saya senang bermain game free fire,saya senang bermain game free fire,saya senang bermain game free fire,"['saya', 'senang', 'bermain', 'game', 'free', 'fire']","['senang', 'bermain', 'game', 'free', 'fire']","['senang', 'main', 'game', 'free', 'fire']",senang main game free fire,senang main permainan free fire,senang main permainan free fire,senang main permainan free fire,"['senang', 'main', 'permainan', 'free', 'fire']","[('senang',), ('main',), ('permainan',), ('free',), ('fire',)]","[('senang', 'main'), ('main', 'permainan'), ('permainan', 'free'), ('free', 'fire')]","[('senang', 'main', 'permainan'), ('main', 'permainan', 'free'), ('permainan', 'free', 'fire')]","[('senang', 'main'), ('main', 'permainan'), ('permainan', 'free'), ('free', 'fire')]",senang main permainan free fire
Putra harahap,5,2025-10-05 06:39:08,gacor,gacor,gacor,['gacor'],['gacor'],['gacor'],gacor,gacor,gacor,gacor,['gacor'],"[('gacor',)]",[],[],[],gacor
Stiven alfredo Ginting,5,2025-10-05 06:34:45,iw,iw,iw,['iw'],['iw'],['iw'],iw,iw,iw,,[],[],[],[],[],
Kellen Alvaro,5,2025-10-05 06:34:21,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap,mantap,mantap,mantap,['mantap'],"[('mantap',)]",[],[],[],mantap
Ayu Pbg,5,2025-10-05 06:32:26,sangat surrr,sangat surrr,sangat surrr,"['sangat', 'surrr']","['sangat', 'surrr']","['sangat', 'surrr']",sangat surrr,sangat surrr,sangat surrr,sangat sur,"['sangat', 'sur']","[('sangat',), ('sur',)]","[('sangat', 'sur')]",[],"[('sangat', 'sur')]",sangat sur
Raihan Raihan,3,2025-10-05 06:29:45,gw ngeleh jaringannya bego bukan sengaja kalah,gw ngeleh jaringannya bego bukan sengaja kalah,gw ngeleh jaringannya bego bukan sengaja kalah,"['gw', 'ngeleh', 'jaringannya', 'bego', 'bukan', 'sengaja', 'kalah']","['gw', 'ngeleh', 'jaringannya', 'bego', 'bukan', 'sengaja', 'kalah']","['gw', 'ngeleh', 'jaring', 'bego', 'bukan', 'sengaja', 'kalah']",gw ngeleh jaring bego bukan sengaja kalah,saya ngeleh jaring bego bukan sengaja kalah,saya ngeleh jaring bego bukan sengaja kalah,saya ngeleh jaring bego bukan sengaja kalah,"['saya', 'ngeleh', 'jaring', 'bego', 'bukan', 'sengaja', 'kalah']","[('saya',), ('ngeleh',), ('jaring',), ('bego',), ('bukan',), ('sengaja',), ('kalah',)]","[('saya', 'ngeleh'), ('ngeleh', 'jaring'), ('jaring', 'bego'), ('bego', 'bukan'), ('bukan', 'sengaja'), ('sengaja', 'kalah')]","[('saya', 'ngeleh', 'jaring'), ('ngeleh', 'jaring', 'bego'), ('jaring', 'bego', 'bukan'), ('bego', 'bukan', 'sengaja'), ('bukan', 'sengaja', 'kalah')]","[('saya', 'ngeleh'), ('ngeleh', 'jaring'), ('jaring', 'bego'), ('bego', 'bukan'), ('bukan', 'sengaja'), ('sengaja', 'kalah')]",saya ngeleh jaring bego bukan sengaja kalah
Muhammad Naufal,5,2025-10-05 06:27:12,karena aku cinta ff,karena aku cinta ff,karena aku cinta ff,"['karena', 'aku', 'cinta', 'ff']","['aku', 'cinta', 'ff']","['aku', 'cinta', 'ff']",aku cinta ff,saya cinta freefire,saya cinta freefire,saya cinta freefire,"['saya', 'cinta', 'freefire']","[('saya',), ('cinta',), ('freefire',)]","[('saya', 'cinta'), ('cinta', 'freefire')]","[('saya', 'cinta', 'freefire')]","[('saya', 'cinta'), ('cinta', 'freefire')]",saya cinta freefire
Dahab Bidin,5,2025-10-05 06:24:51,gem ya bagus dan bisa Mabar sama temen,gem ya bagus dan bisa mabar sama temen,gem ya bagus dan bisa mabar sama temen,"['gem', 'ya', 'bagus', 'dan', 'bisa', 'mabar', 'sama', 'temen']","['gem', 'bagus', 'mabar', 'sama', 'temen']","['gem', 'bagus', 'mabar', 'sama', 'temen']",gem bagus mabar sama temen,permainan bagus mabar sama temen,permainan bagus mabar sama temen,permainan bagus mabar sama temen,"['permainan', 'bagus', 'mabar', 'sama', 'temen']","[('permainan',), ('bagus',), ('mabar',), ('sama',), ('temen',)]","[('permainan', 'bagus'), ('bagus', 'mabar'), ('mabar', 'sama'), ('sama', 'temen')]","[('permainan', 'bagus', 'mabar'), ('bagus', 'mabar', 'sama'), ('mabar', 'sama', 'temen')]","[('permainan', 'bagus'), ('bagus', 'mabar'), ('mabar', 'sama'), ('sama', 'temen')]",permainan bagus mabar sama temen
Yasin Yasin,1,2025-10-05 06:22:52,ini bagus tapi panutan kami gk di bolehin main sama garena kita nilai 1,ini bagus tapi panutan kami gk di bolehin main sama garena kita nilai 1,ini bagus tapi panutan kami gk di bolehin main sama garena kita nilai,"['ini', 'bagus', 'tapi', 'panutan', 'kami', 'gk', 'di', 'bolehin', 'main', 'sama', 'garena', 'kita', 'nilai']","['bagus', 'panutan', 'gk', 'bolehin', 'main', 'sama', 'garena', 'nilai']","['bagus', 'panutan', 'gk', 'bolehin', 'main', 'sama', 'garena', 'nilai']",bagus panutan gk bolehin main sama garena nilai,bagus panutan tidak bolehin main sama garena nilai,bagus panutan tidak bolehin main sama garena nilai,bagus panutan tidak bolehin main sama garena nilai,"['bagus', 'panutan', 'tidak', 'bolehin', 'main', 'sama', 'garena', 'nilai']","[('bagus',), ('panutan',), ('tidak',), ('bolehin',), ('main',), ('sama',), ('garena',), ('nilai',)]","[('bagus', 'panutan'), ('panutan', 'tidak'), ('tidak', 'bolehin'), ('bolehin', 'main'), ('main', 'sama'), ('sama', 'garena'), ('garena', 'nilai')]","[('bagus', 'panutan', 'tidak'), ('panutan', 'tidak', 'bolehin'), ('tidak', 'bolehin', 'main'), ('bolehin', 'main', 'sama'), ('main', 'sama', 'garena'), ('sama', 'garena', 'nilai')]","[('bagus', 'panutan'), ('panutan', 'tidak'), ('tidak', 'bolehin'), ('bolehin', 'main'), ('main', 'sama'), ('sama', 'garena'), ('garena', 'nilai')]",bagus panutan tidak bolehin main sama garena nilai
Kuthax bellen,5,2025-10-05 06:21:43,saya senang menjadi player ff semoga nanti kita bertemu lagi di masa dewasa,saya senang menjadi player ff semoga nanti kita bertemu lagi di masa dewasa,saya senang menjadi player ff semoga nanti kita bertemu lagi di masa dewasa,"['saya', 'senang', 'menjadi', 'player', 'ff', 'semoga', 'nanti', 'kita', 'bertemu', 'lagi', 'di', 'masa', 'dewasa']","['senang', 'menjadi', 'player', 'ff', 'semoga', 'bertemu', 'masa', 'dewasa']","['senang', 'jadi', 'player', 'ff', 'moga', 'temu', 'masa', 'dewasa']",senang jadi player ff moga temu masa dewasa,senang jadi player freefire semoga temu masa dewasa,senang jadi player freefire semoga temu masa dewasa,senang jadi player freefire semoga temu masa dewasa,"['senang', 'jadi', 'player', 'freefire', 'semoga', 'temu', 'masa', 'dewasa']","[('senang',), ('jadi',), ('player',), ('freefire',), ('semoga',), ('temu',), ('masa',), ('dewasa',)]","[('senang', 'jadi'), ('jadi', 'player'), ('player', 'freefire'), ('freefire', 'semoga'), ('semoga', 'temu'), ('temu', 'masa'), ('masa', 'dewasa')]","[('senang', 'jadi', 'player'), ('jadi', 'player', 'freefire'), ('player', 'freefire', 'semoga'), ('freefire', 'semoga', 'temu'), ('semoga', 'temu', 'masa'), ('temu', 'masa', 'dewasa')]","[('senang', 'jadi'), ('jadi', 'player'), ('player', 'freefire'), ('freefire', 'semoga'), ('semoga', 'temu'), ('temu', 'masa'), ('masa', 'dewasa')]",senang jadi player freefire semoga temu masa dewasa
M. Abdillah Aufa,5,2025-10-05 06:20:13,seru,seru,seru,['seru'],['seru'],['seru'],seru,seru,seru,seru,['seru'],"[('seru',)]",[],[],[],seru
"RISKI ESECOBAR,",5,2025-10-05 06:17:23,keren banget game nya tapi kalo bisa tambahin pintu wkwkw 🤭,keren banget game nya tapi kalo bisa tambahin pintu wkwkw 🤭,keren banget game nya tapi kalo bisa tambahin pintu wkwkw,"['keren', 'banget', 'game', 'nya', 'tapi', 'kalo', 'bisa', 'tambahin', 'pintu', 'wkwkw']","['keren', 'banget', 'game', 'nya', 'kalo', 'tambahin', 'pintu', 'wkwkw']","['keren', 'banget', 'game', 'nya', 'kalo', 'tambahin', 'pintu', 'wkwkw']",keren banget game nya kalo tambahin pintu wkwkw,keren sangat permainan nya kalau tambahin pintu haha,keren sangat permainan nya kalau tambahin pintu haha,keren sangat permainan nya kalau tambahin pintu haha,"['keren', 'sangat', 'permainan', 'nya', 'kalau', 'tambahin', 'pintu', 'haha']","[('keren',), ('sangat',), ('permainan',), ('nya',), ('kalau',), ('tambahin',), ('pintu',), ('haha',)]","[('keren', 'sangat'), ('sangat', 'permainan'), ('permainan', 'nya'), ('nya', 'kalau'), ('kalau', 'tambahin'), ('tambahin', 'pintu'), ('pintu', 'haha')]","[('keren', 'sangat', 'permainan'), ('sangat', 'permainan', 'nya'), ('permainan', 'nya', 'kalau'), ('nya', 'kalau', 'tambahin'), ('kalau', 'tambahin', 'pintu'), ('tambahin', 'pintu', 'haha')]","[('keren', 'sangat'), ('sangat', 'permainan'), ('kalau', 'tambahin'), ('tambahin', 'pintu'), ('pintu', 'haha')]",keren sangat permainan kalau tambahin pintu haha
Yura Yura,5,2025-10-05 06:15:03,rorw,rorw,rorw,['rorw'],['rorw'],['rorw'],rorw,rorw,rorw,rorw,['rorw'],"[('rorw',)]",[],[],[],rorw
Mustamik Yusuf,1,2025-10-05 06:10:24,bg Budi salah apaan dh🗿,bg budi salah apaan dh🗿,bg budi salah apaan dh,"['bg', 'budi', 'salah', 'apaan', 'dh']","['bg', 'budi', 'salah', 'apaan', 'dh']","['bg', 'budi', 'salah', 'apa', 'dh']",bg budi salah apa dh,bg budi salah apa dh,bg budi salah apa dh,budi salah apa,"['budi', 'salah', 'apa']","[('budi',), ('salah',), ('apa',)]","[('budi', 'salah'), ('salah', 'apa')]","[('budi', 'salah', 'apa')]","[('budi', 'salah'), ('salah', 'apa')]",budi salah apa
Yasin Yeo,5,2025-10-05 06:10:19,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,bagus,bagus,bagus,['bagus'],"[('bagus',)]",[],[],[],bagus
Rasyid Siddiq S,1,2025-10-05 06:08:41,"banyak bug seperti transaksi yang tidak di inginkan, padahal sudah melaporkan ke customer service masih tidak ada tindakan dan uang saya hilang gitu aja","banyak bug seperti transaksi yang tidak di inginkan, padahal sudah melaporkan ke customer service masih tidak ada tindakan dan uang saya hilang gitu aja",banyak bug seperti transaksi yang tidak di inginkan padahal sudah melaporkan ke customer service masih tidak ada tindakan dan uang saya hilang gitu aja,"['banyak', 'bug', 'seperti', 'transaksi', 'yang', 'tidak', 'di', 'inginkan', 'padahal', 'sudah', 'melaporkan', 'ke', 'customer', 'service', 'masih', 'tidak', 'ada', 'tindakan', 'dan', 'uang', 'saya', 'hilang', 'gitu', 'aja']","['banyak', 'bug', 'transaksi', 'inginkan', 'padahal', 'melaporkan', 'customer', 'service', 'tindakan', 'uang', 'hilang', 'gitu', 'aja']","['banyak', 'bug', 'transaksi', 'ingin', 'padahal', 'lapor', 'customer', 'service', 'tindak', 'uang', 'hilang', 'gitu', 'aja']",banyak bug transaksi ingin padahal lapor customer service tindak uang hilang gitu aja,banyak bug transaksi ingin padahal lapor customer service tindak uang hilang gitu saja,banyak bug transaksi ingin padahal lapor customer service tindak uang hilang gitu saja,banyak bug transaksi ingin padahal lapor customer service tindak uang hilang gitu saja,"['banyak', 'bug', 'transaksi', 'ingin', 'padahal', 'lapor', 'customer', 'service', 'tindak', 'uang', 'hilang', 'gitu', 'saja']","[('banyak',), ('bug',), ('transaksi',), ('ingin',), ('padahal',), ('lapor',), ('customer',), ('service',), ('tindak',), ('uang',), ('hilang',), ('gitu',), ('saja',)]","[('banyak', 'bug'), ('bug', 'transaksi'), ('transaksi', 'ingin'), ('ingin', 'padahal'), ('padahal', 'lapor'), ('lapor', 'customer'), ('customer', 'service'), ('service', 'tindak'), ('tindak', 'uang'), ('uang', 'hilang'), ('hilang', 'gitu'), ('gitu', 'saja')]","[('banyak', 'bug', 'transaksi'), ('bug', 'transaksi', 'ingin'), ('transaksi', 'ingin', 'padahal'), ('ingin', 'padahal', 'lapor'), ('padahal', 'lapor', 'customer'), ('lapor', 'customer', 'service'), ('customer', 'service', 'tindak'), ('service', 'tindak', 'uang'), ('tindak', 'uang', 'hilang'), ('uang', 'hilang', 'gitu'), ('hilang', 'gitu', 'saja')]","[('banyak', 'bug'), ('bug', 'transaksi'), ('transaksi', 'ingin'), ('ingin', 'padahal'), ('padahal', 'lapor'), ('lapor', 'customer'), ('customer', 'service'), ('service', 'tindak'), ('tindak', 'uang'), ('uang', 'hilang'), ('hilang', 'gitu'), ('gitu', 'saja')]",banyak bug transaksi ingin padahal lapor customer service tindak uang hilang gitu saja
Whindy Ginaya,5,2025-10-05 06:04:20,"game nya seru banget,bikin gk bosen deh","game nya seru banget,bikin gk bosen deh",game nya seru bangetbikin gk bosen deh,"['game', 'nya', 'seru', 'bangetbikin', 'gk', 'bosen', 'deh']","['game', 'nya', 'seru', 'bangetbikin', 'gk', 'bosen', 'deh']","['game', 'nya', 'seru', 'bangetbikin', 'gk', 'bosen', 'deh']",game nya seru bangetbikin gk bosen deh,permainan nya seru bangetbikin tidak bosen deh,permainan nya seru bangetbikin tidak bosen deh,permainan nya seru bangetbikin tidak bosen deh,"['permainan', 'nya', 'seru', 'bangetbikin', 'tidak', 'bosen', 'deh']","[('permainan',), ('nya',), ('seru',), ('bangetbikin',), ('tidak',), ('bosen',), ('deh',)]","[('permainan', 'nya'), ('nya', 'seru'), ('seru', 'bangetbikin'), ('bangetbikin', 'tidak'), ('tidak', 'bosen'), ('bosen', 'deh')]","[('permainan', 'nya', 'seru'), ('nya', 'seru', 'bangetbikin'), ('seru', 'bangetbikin', 'tidak'), ('bangetbikin', 'tidak', 'bosen'), ('tidak', 'bosen', 'deh')]","[('seru', 'bangetbikin'), ('bangetbikin', 'tidak'), ('tidak', 'bosen')]",permainan seru bangetbikin tidak bosen
Arju Dibu bayhaqi,3,2025-10-05 06:03:29,"Min tolong untuk yang main di pc,matcmakingnya diperbaiki,soalnya lama banget","min tolong untuk yang main di pc,matcmakingnya diperbaiki,soalnya lama banget",min tolong untuk yang main di pcmatcmakingnya diperbaikisoalnya lama banget,"['min', 'tolong', 'untuk', 'yang', 'main', 'di', 'pcmatcmakingnya', 'diperbaikisoalnya', 'lama', 'banget']","['min', 'main', 'pcmatcmakingnya', 'diperbaikisoalnya', 'lama', 'banget']","['min', 'main', 'pcmatcmakingnya', 'diperbaikisoalnya', 'lama', 'banget']",min main pcmatcmakingnya diperbaikisoalnya lama banget,min main pcmatcmakingnya diperbaikisoalnya lama sangat,min main pcmatcmakingnya diperbaikisoalnya lama sangat,min main pcmatcmakingnya diperbaikisoalnya lama sangat,"['min', 'main', 'pcmatcmakingnya', 'diperbaikisoalnya', 'lama', 'sangat']","[('min',), ('main',), ('pcmatcmakingnya',), ('diperbaikisoalnya',), ('lama',), ('sangat',)]","[('min', 'main'), ('main', 'pcmatcmakingnya'), ('pcmatcmakingnya', 'diperbaikisoalnya'), ('diperbaikisoalnya', 'lama'), ('lama', 'sangat')]","[('min', 'main', 'pcmatcmakingnya'), ('main', 'pcmatcmakingnya', 'diperbaikisoalnya'), ('pcmatcmakingnya', 'diperbaikisoalnya', 'lama'), ('diperbaikisoalnya', 'lama', 'sangat')]","[('min', 'main'), ('main', 'pcmatcmakingnya'), ('pcmatcmakingnya', 'diperbaikisoalnya'), ('diperbaikisoalnya', 'lama'), ('lama', 'sangat')]",min main pcmatcmakingnya diperbaikisoalnya lama sangat
Bilqis Saribanon,1,2025-10-05 06:02:06,GAME GK GOTAK DIKASIH LOSE STRIKE TERUS BAB1 GARENTOLLLLLLLL CAPEK GW DIKASIH DARK SISTEM BAB1,game gk gotak dikasih lose strike terus bab1 garentollllllll capek gw dikasih dark sistem bab1,game gk gotak dikasih lose strike terus bab garentollllllll capek gw dikasih dark sistem bab,"['game', 'gk', 'gotak', 'dikasih', 'lose', 'strike', 'terus', 'bab', 'garentollllllll', 'capek', 'gw', 'dikasih', 'dark', 'sistem', 'bab']","['game', 'gk', 'gotak', 'dikasih', 'lose', 'strike', 'terus', 'bab', 'garentollllllll', 'capek', 'gw', 'dikasih', 'dark', 'sistem', 'bab']","['game', 'gk', 'gotak', 'kasih', 'lose', 'strike', 'terus', 'bab', 'garentollllllll', 'capek', 'gw', 'kasih', 'dark', 'sistem', 'bab']",game gk gotak kasih lose strike terus bab garentollllllll capek gw kasih dark sistem bab,permainan tidak gotak kasih lose strike lalu bab garentollllllll capek saya kasih dark sistem bab,permainan tidak gotak kasih lose strike lalu bab garentollllllll capek saya dark sistem,permainan tidak gotak kasih lose strike lalu bab garentol capek saya dark sistem,"['permainan', 'tidak', 'gotak', 'kasih', 'lose', 'strike', 'lalu', 'bab', 'garentol', 'capek', 'saya', 'dark', 'sistem']","[('permainan',), ('tidak',), ('gotak',), ('kasih',), ('lose',), ('strike',), ('lalu',), ('bab',), ('garentol',), ('capek',), ('saya',), ('dark',), ('sistem',)]","[('permainan', 'tidak'), ('tidak', 'gotak'), ('gotak', 'kasih'), ('kasih', 'lose'), ('lose', 'strike'), ('strike', 'lalu'), ('lalu', 'bab'), ('bab', 'garentol'), ('garentol', 'capek'), ('capek', 'saya'), ('saya', 'dark'), ('dark', 'sistem')]","[('permainan', 'tidak', 'gotak'), ('tidak', 'gotak', 'kasih'), ('gotak', 'kasih', 'lose'), ('kasih', 'lose', 'strike'), ('lose', 'strike', 'lalu'), ('strike', 'lalu', 'bab'), ('lalu', 'bab', 'garentol'), ('bab', 'garentol', 'capek'), ('garentol', 'capek', 'saya'), ('capek', 'saya', 'dark'), ('saya', 'dark', 'sistem')]","[('permainan', 'tidak'), ('tidak', 'gotak'), ('gotak', 'kasih'), ('kasih', 'lose'), ('lose', 'strike'), ('strike', 'lalu'), ('lalu', 'bab'), ('bab', 'garentol'), ('garentol', 'capek'), ('capek', 'saya'), ('saya', 'dark'), ('dark', 'sistem')]",permainan tidak gotak kasih lose strike lalu bab garentol capek saya dark sistem
