userName,score,at,content,content_casefold
Hanif Blora,5,2025-10-05 02:00:19,aku suka main FF tapi kadang-kadang sinyalnya ngelag tapi itu bukan masalah itu masalah masalahnya cuma internet tapi aku suka main ff gara-gara ff ada tembak-tembak nya yang tidak bisa disakiti tapi bisa diingat lagi apakah itu perasaanku dengan dia yang tidak pernah dianggap sama sekalipun,aku suka main ff tapi kadang-kadang sinyalnya ngelag tapi itu bukan masalah itu masalah masalahnya cuma internet tapi aku suka main ff gara-gara ff ada tembak-tembak nya yang tidak bisa disakiti tapi bisa diingat lagi apakah itu perasaanku dengan dia yang tidak pernah dianggap sama sekalipun
Galu Gunawan,5,2025-10-05 02:00:12,tolong min buat carakter yang ada kill angin kencang di gunakan untuk mendeteksi yang suka ngendok saya beri bintang 5 biar muncul paling atas,tolong min buat carakter yang ada kill angin kencang di gunakan untuk mendeteksi yang suka ngendok saya beri bintang 5 biar muncul paling atas
Dubak321,5,2025-10-05 02:00:09,gemnya sangat seru,gemnya sangat seru
Aligator12 Buay,5,2025-10-05 01:59:00,sangat seru ayo maBar Bersamaku,sangat seru ayo mabar bersamaku
Maysarah Salsabila,5,2025-10-05 01:58:17,gem ya seru,gem ya seru
PadzzMC PadzzMC,1,2025-10-05 01:56:38,selalu bug yang paling parah nya bug dameg sumpah jadi bosen main nya,selalu bug yang paling parah nya bug dameg sumpah jadi bosen main nya
Man Man,1,2025-10-05 01:55:04,"game banyak bug dasar game gak jelas, sanah perbaiki akun bang budi, kau lupa siapa yang ramaikan free fire emg gk jelas kau, citer di mana mana gak di perbaiki semua pro player pensi gara gara kau sendiri bg","game banyak bug dasar game gak jelas, sanah perbaiki akun bang budi, kau lupa siapa yang ramaikan free fire emg gk jelas kau, citer di mana mana gak di perbaiki semua pro player pensi gara gara kau sendiri bg"
Ryzz 7PHibiZz,1,2025-10-05 01:51:59,Dasar game BURIK!!,dasar game burik!!
Yuti Arni,5,2025-10-05 01:49:58,gamenya keren tapii agak ngeleg,gamenya keren tapii agak ngeleg
Eli Marlina,1,2025-10-05 01:46:24,baik,baik
Arka Cendekia,4,2025-10-05 01:45:21,kurangvbagus b aja,kurangvbagus b aja
Poer Wadi,5,2025-10-05 01:44:37,sangat bagus,sangat bagus
Haikal Itel,1,2025-10-05 01:42:52,"game burik kontoooll, udh mah kikirr, masa gw kill 5 di br malah mines, kan tololl","game burik kontoooll, udh mah kikirr, masa gw kill 5 di br malah mines, kan tololl"
ARFAN Maulana angler,5,2025-10-05 01:41:50,kasih dm dong min,kasih dm dong min
Ica Botutihe,1,2025-10-05 01:41:32,kembalikan akun bang budii minnnn udah burikkkkk udh gk asikkkk lagi !!!!!!!!!!!!!!!!!!!!!!!!!!!,kembalikan akun bang budii minnnn udah burikkkkk udh gk asikkkk lagi !!!!!!!!!!!!!!!!!!!!!!!!!!!
Jasson Naisanu,5,2025-10-05 01:38:56,bagussssssssss,bagussssssssss
Aisyah putri Hunou,5,2025-10-05 01:37:47,game ini sangat bagus walaupun berat di hp tapi masi bisa di ringankan di dpi.,game ini sangat bagus walaupun berat di hp tapi masi bisa di ringankan di dpi.
Sabiq Sifa07,5,2025-10-05 01:37:19,sangat seru,sangat seru
Arkenzi Yp,5,2025-10-05 01:29:58,geme ini memang terbaik,geme ini memang terbaik
Dwi Andika,1,2025-10-05 01:28:55,ngelunjak,ngelunjak
A Rizqi,5,2025-10-05 01:27:47,pengen nya sih peak old kembali in lagi yg rumah bolong,pengen nya sih peak old kembali in lagi yg rumah bolong
haikal ramadhan,5,2025-10-05 01:26:03,bug nya ilangin,bug nya ilangin
Azam Maulana,1,2025-10-05 01:20:20,bro lupa siapa yang membesar kan nama ff (bang Budi),bro lupa siapa yang membesar kan nama ff (bang budi)
NAJLA NAJLA,5,2025-10-05 01:14:26,"permainan yang seru,kirim kan aku diamond 1000","permainan yang seru,kirim kan aku diamond 1000"
Alfi Ahmad Alfi Yan Syah,1,2025-10-05 01:14:11,tolong di perbaiki bug jangan sampai pleyer pada pensi.🙏🙏kenapa bang budi 01 gaming ga di bolehkan main renk?? 🧐plis ilangan bug itu biar urusan selesai garentot😁,tolong di perbaiki bug jangan sampai pleyer pada pensi.🙏🙏kenapa bang budi 01 gaming ga di bolehkan main renk?? 🧐plis ilangan bug itu biar urusan selesai garentot😁
Asra Kiki,1,2025-10-05 01:14:06,biarkan bg Budi geming main ff lg nanti saya bintang 5,biarkan bg budi geming main ff lg nanti saya bintang 5
Eni Rohaeni,5,2025-10-05 01:11:48,Gem bagus😁,gem bagus😁
Noel Fasya,5,2025-10-05 01:10:55,game ini sangat burik dan bisa membuat kita buta dan membuat kita stresssssssssssssssssss,game ini sangat burik dan bisa membuat kita buta dan membuat kita stresssssssssssssssssss
Abrisam Yoman,5,2025-10-05 01:08:16,game sangat seru dan aku akhirnya mendapatkan apa yang aku sukai yaitu tas season 1,game sangat seru dan aku akhirnya mendapatkan apa yang aku sukai yaitu tas season 1
Noufal Lutfi,5,2025-10-05 01:05:09,game ini baik,game ini baik
M abdul Ridwan,3,2025-10-05 01:04:40,game nya seru,game nya seru
irma permata,5,2025-10-05 01:03:47,"Intinya Bagus bgt, FF saya dari THN 2020 main GK ada bosenya","intinya bagus bgt, ff saya dari thn 2020 main gk ada bosenya"
Ade Palangka,5,2025-10-05 01:02:58,sangat baik,sangat baik
Latiful Hidayat,5,2025-10-05 01:01:18,seru,seru
Zidane Alamsyah,5,2025-10-05 01:01:16,sangat burik,sangat burik
Abelino Viegas,5,2025-10-05 00:59:56,game ini bagus banget,game ini bagus banget
kana 03,5,2025-10-05 00:54:21,aku suka ff,aku suka ff
allstar,1,2025-10-05 00:53:16,burik,burik
Ardian Maulana,5,2025-10-05 00:50:02,game yang bagus,game yang bagus
Desmin Markus,5,2025-10-05 00:40:46,ff bagus kirimkanaku DM DONG,ff bagus kirimkanaku dm dong
Helda,5,2025-10-05 00:40:25,menenangkan hati,menenangkan hati
Nugrah Nugrah,5,2025-10-05 00:39:24,game nya seru banget,game nya seru banget
Maria Wandelina,5,2025-10-05 00:38:18,indonesia,indonesia
Faliha Pramudhita Rahma,5,2025-10-05 00:37:05,bagus dan nyaman,bagus dan nyaman
Henn YT,1,2025-10-05 00:35:22,Garena bikin damage ff kayak kntl,garena bikin damage ff kayak kntl
Mas Riril,1,2025-10-05 00:34:58,galena rolling kembalikan akin aku P.alis lag garena,galena rolling kembalikan akin aku p.alis lag garena
Nin Siti,2,2025-10-05 00:34:39,"min gimana sih? kok di game nyaaaa banyak cheat, trs jaringan kan lancar kok disconnet yah? plisss perbaikii🫰","min gimana sih? kok di game nyaaaa banyak cheat, trs jaringan kan lancar kok disconnet yah? plisss perbaikii🫰"
Muhamad Ranendra,5,2025-10-05 00:33:46,ini kenapa eror ada masalah ya,ini kenapa eror ada masalah ya
Plocok Kaki,5,2025-10-05 00:32:46,semoga makinnn sukses bang. tingkatkan lagi ya,semoga makinnn sukses bang. tingkatkan lagi ya
arif asrafi,5,2025-10-05 00:32:16,"jangan main kan game ini ada yg ngomong kasar udah ku laporin tapi ngga ke deteksi, game rusak, jangan di mainin, banyak orang kasar, game judoll juga","jangan main kan game ini ada yg ngomong kasar udah ku laporin tapi ngga ke deteksi, game rusak, jangan di mainin, banyak orang kasar, game judoll juga"
Agungsudan2025,5,2025-10-05 00:31:53,isiiin dm dong pak garenA,isiiin dm dong pak garena
Lis Aryanti,1,2025-10-05 00:29:00,UDAH GAK ASIK KARNA AKUN BANG BUDI DI BEN TOLOL LO,udah gak asik karna akun bang budi di ben tolol lo
Haji Amad,5,2025-10-05 00:27:35,game nya bagus banget nih! tapi bisa gak kalo lagi unduh item jangan lama²,game nya bagus banget nih! tapi bisa gak kalo lagi unduh item jangan lama²
Febri Kisaran,4,2025-10-05 00:22:49,game yang menghibur tapi kadang stress,game yang menghibur tapi kadang stress
Sarmida Wati,5,2025-10-05 00:21:42,game ini seru tapi kurang misteri shop 100persn,game ini seru tapi kurang misteri shop 100persn
Icha Diara,5,2025-10-05 00:13:40,terimakasih,terimakasih
Kadek Iwan,3,2025-10-05 00:13:27,mohon perbaiki setiap saya nembak bug demeg terus gak kena demeg mohon di perbaiki🙏,mohon perbaiki setiap saya nembak bug demeg terus gak kena demeg mohon di perbaiki🙏
Rangga Rangga,1,2025-10-05 00:09:15,udah gk seru kaya dulu kecewa berat 🙁🙁🙁,udah gk seru kaya dulu kecewa berat 🙁🙁🙁
Andi dahniar Niar,1,2025-10-05 00:04:37,"game rusak, banyak citer, ga niat bikin event, terus juga nguras uang bgt pas nyepin, modal hoki doang, kadang top up 1000 DM habis tanpa dapat apa', ga rekomen sih bnrn","game rusak, banyak citer, ga niat bikin event, terus juga nguras uang bgt pas nyepin, modal hoki doang, kadang top up 1000 dm habis tanpa dapat apa', ga rekomen sih bnrn"
Simon Simon,5,2025-10-05 00:04:19,saya sudah lama bermain ff TPI saya pensi dan saya mulai kambek lagi ternyata ff sudah baru dan makin bagus♥️♥️,saya sudah lama bermain ff tpi saya pensi dan saya mulai kambek lagi ternyata ff sudah baru dan makin bagus♥️♥️
Raumasnah Rau,5,2025-10-05 00:03:03,gem ini sangat bagus,gem ini sangat bagus
Alif Alfat,5,2025-10-05 00:02:14,gem ini sangat seru banget dan populer,gem ini sangat seru banget dan populer
Habibi Habibi,1,2025-10-05 00:00:31,Garena lupa diri #savebudi01gaming,garena lupa diri #savebudi01gaming
Fahma,5,2025-10-04 23:56:32,asikk bgt aku sukaaa seksli,asikk bgt aku sukaaa seksli
Arka,1,2025-10-04 23:54:05,"knp bng Budi di black list padahal itu panutan ku sejak awal² tahun 2017 dan aku bermimpi bisa jadi kayak dia , knp kok sekarang di black list saya akan pensi jika masih di black list","knp bng budi di black list padahal itu panutan ku sejak awal² tahun 2017 dan aku bermimpi bisa jadi kayak dia , knp kok sekarang di black list saya akan pensi jika masih di black list"
Weird Peop,3,2025-10-04 23:53:12,lama-kelamaan game free fire berubah sepenuhnya jadi game naruto. gila sih,lama-kelamaan game free fire berubah sepenuhnya jadi game naruto. gila sih
Jumaril,1,2025-10-04 23:50:53,kembalikan panutan kami bang Budi 01 geming 😡,kembalikan panutan kami bang budi 01 geming 😡
Iqbal Maulana,5,2025-10-04 23:49:51,kagak hoki,kagak hoki
Muhammad Rizky,1,2025-10-04 23:48:41,budi pensi,budi pensi
Alisha Anindya,5,2025-10-04 23:48:04,"game nya bagus sih, tapi sekarang byk yg kena BL dan rata² yg main di CSR-BR itu byk cheater. Garena tolong dong sistem keamanan nya gimana kok bisa sampe kebobolan gitu? kita repot yg pake cheater malah kita yg kena BL, haduhh","game nya bagus sih, tapi sekarang byk yg kena bl dan rata² yg main di csr-br itu byk cheater. garena tolong dong sistem keamanan nya gimana kok bisa sampe kebobolan gitu? kita repot yg pake cheater malah kita yg kena bl, haduhh"
Wenti Atiska,5,2025-10-04 23:43:44,minta diamond,minta diamond
Kiky,5,2025-10-04 23:42:13,khehut ysbk,khehut ysbk
Reza Reza,2,2025-10-04 23:39:55,tidak ada mo,tidak ada mo
Rangga Wiranata,5,2025-10-04 23:30:54,keren,keren
Ardhan Fearis,5,2025-10-04 23:30:48,karena mb-nya kecil,karena mb-nya kecil
Dimas Duwiputra,1,2025-10-04 23:30:08,gua main ff kembali sendiri tolong di benerin,gua main ff kembali sendiri tolong di benerin
RANDI WELL,5,2025-10-04 23:26:50,permainan inih layak di beri bintang 5,permainan inih layak di beri bintang 5
Avav Adiba,5,2025-10-04 23:25:49,seruuu,seruuu
Risky Aprizal,5,2025-10-04 23:16:15,diyamon,diyamon
Ketut Putra,5,2025-10-04 23:15:44,keren,keren
Shelha rahayou,5,2025-10-04 23:15:43,game nya bagus bngt bisa mabar sama bisa dapat hadiah tapi tolonglah pas pertama login itu loading nya lama banget sama matching nya bisa sampe 1/2 menit,game nya bagus bngt bisa mabar sama bisa dapat hadiah tapi tolonglah pas pertama login itu loading nya lama banget sama matching nya bisa sampe 1/2 menit
Fghjgg Fggjk,5,2025-10-04 23:15:30,game in sangat seru dan bisa mabar berepat,game in sangat seru dan bisa mabar berepat
Farisi AL,1,2025-10-04 23:14:36,gem ga tau diri,gem ga tau diri
Ejen Alif,5,2025-10-04 23:08:00,sangat seru gua jadi bocil ff 🤣🤣🤣🤣,sangat seru gua jadi bocil ff 🤣🤣🤣🤣
Muhammad Ilham Al faruqi Paruk,5,2025-10-04 23:05:32,karena burik😄,karena burik😄
Geo Tulak,2,2025-10-04 22:50:54,permisi admin tolong ini akun Kenap ya yang akun Alan(backer) itu koh tidak bisa masuk tolong ya di perbaiki,permisi admin tolong ini akun kenap ya yang akun alan(backer) itu koh tidak bisa masuk tolong ya di perbaiki
Bawa Sukrawan,1,2025-10-04 22:48:59,game gak jelas gua udah kil 4 padahal masih aja minussssss,game gak jelas gua udah kil 4 padahal masih aja minussssss
Herman,5,2025-10-04 22:47:45,BAGUS,bagus
Sepriyanto Sepri,5,2025-10-04 22:33:31,game yang sangat bagus,game yang sangat bagus
Wildan Maulana,5,2025-10-04 22:25:43,diamond gratis nya di kasih sekali sebuah,diamond gratis nya di kasih sekali sebuah
Erma Lestari,5,2025-10-04 22:24:48,game nya sangat bagus dan realistis,game nya sangat bagus dan realistis
Janda pirang Kita,5,2025-10-04 22:15:55,tau e,tau e
Bilqis,4,2025-10-04 22:06:22,seru si tapi nggak ada diamond,seru si tapi nggak ada diamond
Suamah Amah,5,2025-10-04 21:56:08,Rame,rame
Ahmat Fandi,1,2025-10-04 21:43:07,min saya masang glow wall keluarnya telat min perbaikin ya min,min saya masang glow wall keluarnya telat min perbaikin ya min
Erlan Gunawan,5,2025-10-04 21:31:44,bagus,bagus
Lefindra Putri lorenzo,4,2025-10-04 21:02:43,maaf ya garena aku kasih 4 bintang soalnya akun aku dikasih larangan woii aku pengen main malah laranganya 29 hari lama bener cokk padahal aku sudah kasih naik honor score ku tapi ngga ada naik naik terus kelakuan buruk pun ngga ada kok bisa sih ditambah tambah mohon lepaskan akun sayaaa garenaa dah nangiss aku😥😥,maaf ya garena aku kasih 4 bintang soalnya akun aku dikasih larangan woii aku pengen main malah laranganya 29 hari lama bener cokk padahal aku sudah kasih naik honor score ku tapi ngga ada naik naik terus kelakuan buruk pun ngga ada kok bisa sih ditambah tambah mohon lepaskan akun sayaaa garenaa dah nangiss aku😥😥
Rofli Roffli,5,2025-10-04 21:01:49,bagus,bagus
Aziis_99,1,2025-10-04 20:51:26,part 2 bang Budi di BL,part 2 bang budi di bl
Dewa Dewi,5,2025-10-04 20:43:29,dari 2019 baru ratingg xixixi,dari 2019 baru ratingg xixixi
aldi kol,5,2025-10-04 20:24:08,sangat bagus,sangat bagus
Mohamad Fajar,3,2025-10-04 19:38:23,game nya nambah berat terus males banget ama bocil trogon,game nya nambah berat terus males banget ama bocil trogon
Febriani Heru,5,2025-10-04 19:09:12,Suka sekali game ini,suka sekali game ini
Ermelinda Suek nahak,5,2025-10-04 18:53:46,bagus,bagus
Grizxy 1928,1,2025-10-04 18:39:13,"kalo buat game yang jelas dikit lah tolol, jaringan semenjak updete lagg teruss dongo banget padahal kuota + wifi tetep aja ngeleg dongo banget si bikin game update di gedein bug jaringan ga ilang ilang dri dulu","kalo buat game yang jelas dikit lah tolol, jaringan semenjak updete lagg teruss dongo banget padahal kuota + wifi tetep aja ngeleg dongo banget si bikin game update di gedein bug jaringan ga ilang ilang dri dulu"
Reminiscere Martua,4,2025-10-04 18:34:32,tolong perbaiki bug damage,tolong perbaiki bug damage
Laila Adwyh,5,2025-10-04 18:27:38,sangat bagus game nya tetapi kadang ngelag pdhal jaringan lancar tolong di perbaiki lagi,sangat bagus game nya tetapi kadang ngelag pdhal jaringan lancar tolong di perbaiki lagi
famili 4:br sodara,5,2025-10-04 17:44:47,geme nya mantap,geme nya mantap
Ra dia Radia,5,2025-10-04 17:01:05,baik,baik
ABY Zar,1,2025-10-04 17:00:47,beraninya bikin panutan kita pensi baperan jadi orang cuman nerima endorse dari blood strike lu ban? keren lu garetod,beraninya bikin panutan kita pensi baperan jadi orang cuman nerima endorse dari blood strike lu ban? keren lu garetod
Rapa P,1,2025-10-04 16:58:29,game asu timnya dark sistem dongok,game asu timnya dark sistem dongok
Raphael Christopher,5,2025-10-04 16:50:44,"bagus, lengkap dengan senjata old......","bagus, lengkap dengan senjata old......"
Fikri Ramadhan,1,2025-10-04 16:21:09,Game ini scame banyak bug dan aneh garena kontolll hapusss aja game luu lol mending main pou dri pada hilangkan fiture riviev,game ini scame banyak bug dan aneh garena kontolll hapusss aja game luu lol mending main pou dri pada hilangkan fiture riviev
Ferdi Lappy,5,2025-10-04 16:08:13,Ini aku mau ikut membersip pake pulsah koh gah jadi padahal udah beli pulsah lebis Masi gah jadi,ini aku mau ikut membersip pake pulsah koh gah jadi padahal udah beli pulsah lebis masi gah jadi
Bang yan,5,2025-10-04 15:48:37,bagus,bagus
Dimas Laxee,5,2025-10-04 15:39:54,HAPUS TOKO PRIME APAAN G GUNA HARGA G NGOTAK BAIK DIAWAL DOANG HAMA G GUNA HAPUS PRIME TOKO AMPAS HARUSNYA NAMA YANG LEBIH BAIK TOKO KIKIR GAME RUSAK,hapus toko prime apaan g guna harga g ngotak baik diawal doang hama g guna hapus prime toko ampas harusnya nama yang lebih baik toko kikir game rusak
Boboy Boy,3,2025-10-04 15:38:51,tolong perbaiki pas main teman saya bot semua sedang kan musuh nya pro semua ini game nya rusak apa gimana,tolong perbaiki pas main teman saya bot semua sedang kan musuh nya pro semua ini game nya rusak apa gimana
Attan,1,2025-10-04 15:32:28,jelek,jelek
Agus Gendut,5,2025-10-04 15:23:04,agar lebih bagus lagi khususnya di koneksi game,agar lebih bagus lagi khususnya di koneksi game
Quenka Cinta,5,2025-10-04 15:21:59,bagus,bagus
Wafi Wahhab,5,2025-10-04 15:20:07,Santa keren,santa keren
saepul ahmad hidayat,5,2025-10-04 15:14:47,mita akun ff,mita akun ff
Rafa Kamiko,5,2025-10-04 15:05:24,ff tambah maju🙏😅,ff tambah maju🙏😅
Farhat syafiq,5,2025-10-04 14:56:36,mantap seru tapii murahin dikit lah garenaa kalo mau nyepinn gakuat kalo top up teruss yaa plisss lopyuuu garenaa🥰,mantap seru tapii murahin dikit lah garenaa kalo mau nyepinn gakuat kalo top up teruss yaa plisss lopyuuu garenaa🥰
Danu Aji,1,2025-10-04 14:54:27,gburik apa apa di rubah maki buruk masak jaringt,gburik apa apa di rubah maki buruk masak jaringt
Davinxx Raisa,5,2025-10-04 14:51:17,kenapaaaaa syaaa tidakk bisaaa loginn firefrree garenaaaa tolong bantuu saya bisa login lagii dongg layaarrr hitammm bantuuu sayaaa untukku bisaa login kembalii sayaaa kangenn gameee inii tolonggg sayaaa garenaaa,kenapaaaaa syaaa tidakk bisaaa loginn firefrree garenaaaa tolong bantuu saya bisa login lagii dongg layaarrr hitammm bantuuu sayaaa untukku bisaa login kembalii sayaaa kangenn gameee inii tolonggg sayaaa garenaaa
Destian Hardiansah,1,2025-10-04 14:47:28,garena kenapa ini bisa login tapi ga bisa maiin dasar gem burik😠😠,garena kenapa ini bisa login tapi ga bisa maiin dasar gem burik😠😠
Esih Sukaesih,5,2025-10-04 14:39:41,sangat seru udah baru mau login lagi baru komback kayak nya seru,sangat seru udah baru mau login lagi baru komback kayak nya seru
Melsyi Saputri,5,2025-10-04 14:33:48,Bagus desain nya juga seru enak di mainkan,bagus desain nya juga seru enak di mainkan
Vivo Yduabelas,1,2025-10-04 14:29:06,karna bang Budi 01 gemingz pensi,karna bang budi 01 gemingz pensi
AKIM AKIM,5,2025-10-04 14:28:34,kenapa Lawan nya kebanyakan yang Bot,kenapa lawan nya kebanyakan yang bot
Achiera Ahza,5,2025-10-04 14:28:32,Iki epep,iki epep
Hey Gibran,1,2025-10-04 14:26:37,Roblox lebih seru,roblox lebih seru
mahmud hitam,1,2025-10-04 14:21:04,"𝑮𝑨𝑹𝑬𝑵𝑨,𝑨𝑵𝑱𝑰𝑵𝑮 𝑴𝑬𝑴𝑨𝑵𝑮 𝑮𝑨𝑴𝑬 𝑲𝑨𝑴𝑼 𝑰𝑵𝑰,𝑵𝑮𝑨𝑲𝑼 𝑼𝑫𝑨𝑯 7 𝑻𝑨𝑯𝑼𝑵,𝑻𝑨𝑷𝑰 𝑩𝑼𝑪𝑲 𝑫𝑨𝑴𝑨𝑮𝑬 𝑻𝑶𝑫𝑨𝑲 𝑩𝑰𝑺𝑨 𝑫𝑰𝑬𝑹𝑩𝑨𝑰𝑲𝑰,𝑲𝑳𝑾 𝑵𝑬𝑴𝑩𝑨𝑲,,𝑷𝑬𝑹𝑩𝑨𝑰𝑲𝑰 𝑱𝑨𝑹𝑰𝑵𝑮𝑨𝑵𝑵𝒀𝑨, 𝑹𝑼𝑺𝑨𝑲 𝑻𝑬𝑹𝑼𝑺 𝑺𝑬𝑻𝑰𝑨𝑷 𝑴𝑨𝑰𝑵,,𝑱𝑨𝑫𝑰 𝑮 𝑷𝑶𝑲𝑼𝑺 𝑴𝑨𝑰𝑵,𝑺𝑬𝑻𝑰𝑨𝑷 𝑴𝑨𝑰𝑵 𝑷𝑨𝑺𝑻𝑰 ,𝑹𝑼𝑺𝑨𝑲,𝑷𝑬𝑹𝑩𝑨𝑰𝑲𝑰 ...,,𝐌𝐄𝐌𝐀𝐍𝐆 𝐊𝐀𝐔 𝑨𝑵𝑱𝑰𝑵𝑮,𝑴𝑨𝑻𝑰 𝑨𝑱𝑨 𝑲𝑨𝑼,𝑮𝑨𝑴𝑬 𝑨𝑵𝑱𝑰𝑵𝑮𝑮, 𝑨𝑵𝑱𝑰𝑵𝑮,,𝑻𝑶𝑳𝑶𝑳𝑳","𝑮𝑨𝑹𝑬𝑵𝑨,𝑨𝑵𝑱𝑰𝑵𝑮 𝑴𝑬𝑴𝑨𝑵𝑮 𝑮𝑨𝑴𝑬 𝑲𝑨𝑴𝑼 𝑰𝑵𝑰,𝑵𝑮𝑨𝑲𝑼 𝑼𝑫𝑨𝑯 7 𝑻𝑨𝑯𝑼𝑵,𝑻𝑨𝑷𝑰 𝑩𝑼𝑪𝑲 𝑫𝑨𝑴𝑨𝑮𝑬 𝑻𝑶𝑫𝑨𝑲 𝑩𝑰𝑺𝑨 𝑫𝑰𝑬𝑹𝑩𝑨𝑰𝑲𝑰,𝑲𝑳𝑾 𝑵𝑬𝑴𝑩𝑨𝑲,,𝑷𝑬𝑹𝑩𝑨𝑰𝑲𝑰 𝑱𝑨𝑹𝑰𝑵𝑮𝑨𝑵𝑵𝒀𝑨, 𝑹𝑼𝑺𝑨𝑲 𝑻𝑬𝑹𝑼𝑺 𝑺𝑬𝑻𝑰𝑨𝑷 𝑴𝑨𝑰𝑵,,𝑱𝑨𝑫𝑰 𝑮 𝑷𝑶𝑲𝑼𝑺 𝑴𝑨𝑰𝑵,𝑺𝑬𝑻𝑰𝑨𝑷 𝑴𝑨𝑰𝑵 𝑷𝑨𝑺𝑻𝑰 ,𝑹𝑼𝑺𝑨𝑲,𝑷𝑬𝑹𝑩𝑨𝑰𝑲𝑰 ...,,𝐌𝐄𝐌𝐀𝐍𝐆 𝐊𝐀𝐔 𝑨𝑵𝑱𝑰𝑵𝑮,𝑴𝑨𝑻𝑰 𝑨𝑱𝑨 𝑲𝑨𝑼,𝑮𝑨𝑴𝑬 𝑨𝑵𝑱𝑰𝑵𝑮𝑮, 𝑨𝑵𝑱𝑰𝑵𝑮,,𝑻𝑶𝑳𝑶𝑳𝑳"
